Date;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|
vie. feb. 28 2020;-92,96;-130,38;10;2;8;0;|;-106,14;-130,65;13;2;10;1;|;-99,25;-131,2;8;0;8;0;|;-105,6;-130,8;3;0;3;0;|;-104,86;-130,42;7;1;6;0;|;-107,62;-130,69;10;1;9;0;|;-88,7;-129,72;7;1;6;0;|;-85,86;-129,25;11;1;10;0;|;-92,5;-127,57;9;3;6;0;|;-92,5;-127,57;7;0;7;0;|;-99,48;-130,79;7;1;6;0;|;-97,01;-131,5;10;0;10;0;|;-97,01;-131,59;12;1;11;0;|;-105,19;-131,17;4;1;3;0;|;-100,27;-131,38;3;2;1;0;|;-100,27;-131,38;2;0;2;0;|;-101,52;-130,7;2;1;1;0;|;-111,47;-131,18;2;0;2;0;|;-106,47;-131,27;4;0;4;0;|;-91,41;-130,04;4;0;4;0;|;-110,9;-130,58;2;0;2;0;|;-99,75;-131,27;6;1;5;0;|;-101,9;-130,99;7;0;7;0;|;-96,45;-130,32;10;1;9;0;|;-85,86;-130,52;160;19;140;1;|
sáb. feb. 29 2020;-99,36;-129,99;9;0;9;0;|;-108,41;-129,86;17;0;17;0;|;-100,56;-129,7;11;1;10;0;|;-91,57;-130,07;5;1;4;0;|;-95,71;-130,52;11;3;8;0;|;-105,53;-129,65;5;0;5;0;|;-105,27;-130,1;5;0;5;0;|;-99,11;-129,4;6;1;5;0;|;-95,73;-127,55;10;0;9;1;|;-86,35;-127,26;4;1;3;0;|;-89,47;-126,34;12;1;11;0;|;-95,89;-129,54;7;1;6;0;|;-112,25;-130,24;5;1;4;0;|;-92,03;-129,41;5;3;2;0;|;-110,62;-130,37;3;1;2;0;|;-106,92;-130,34;3;0;3;0;|;-112,02;-130,3;1;0;1;0;|;-94,44;-130,95;4;1;3;0;|;-94,44;-129,95;4;1;3;0;|;-103,43;-129,95;1;0;1;0;|;-108,56;-129,75;4;0;4;0;|;-99,15;-129,3;9;0;9;0;|;-99,57;-129,19;8;0;8;0;|;-105,94;-128,39;6;0;6;0;|;-86,35;-129,5;155;16;138;1;|
dom. mar. 1 2020;-99,1;-128,17;13;3;10;0;|;-86,7;-128,14;7;2;5;0;|;-101,15;-129,68;5;0;5;0;|;-105,31;-128,7;7;0;7;0;|;-100,16;-128,65;4;0;4;0;|;-109,66;-128,65;2;0;2;0;|;-99,72;-127,61;8;1;7;0;|;-102,56;-128,43;5;1;4;0;|;-102,01;-128,56;7;1;6;0;|;-96,79;-128,78;11;1;10;0;|;-96,7;-129,2;11;2;9;0;|;-108,46;-129,91;7;0;7;0;|;-104,51;-129,87;4;0;3;1;|;-113,73;-130,51;4;0;4;0;|;-114,5;-130,06;2;0;2;0;|;-104,19;-130,65;2;0;2;0;|;-112,91;-130,41;3;0;3;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-103,17;-122,26;1;0;1;0;|;-103,17;-122,26;2;0;2;0;|;-97,99;-122,09;2;0;2;0;|;-90,35;-121,59;8;1;7;0;|;-86,7;-127,82;115;12;102;1;|
lun. mar. 2 2020;-87,03;-121,1;7;0;7;0;|;-97,49;-122,2;7;2;5;0;|;-97,86;-124,57;11;1;10;0;|;-107,82;-127,14;1;0;1;0;|;-97,74;-122,72;3;0;3;0;|;-97,76;-122,2;4;2;2;0;|;-89,39;-121,72;11;2;9;0;|;-95,73;-123,16;7;0;7;0;|;-105,78;-127,77;7;1;6;0;|;-97,51;-126,92;12;2;10;0;|;-92,25;-128,58;10;1;9;0;|;-104,69;-127,55;11;0;11;0;|;-98,92;-128,49;7;0;7;0;|;-99,51;-125,83;6;1;5;0;|;-99,83;-126,65;6;2;4;0;|;-;-;0;0;0;0;|;-108,91;-127,59;5;0;5;0;|;-108,56;-129,4;4;1;3;0;|;-111,64;-129;1;0;1;0;|;-109,34;-129,26;1;0;1;0;|;-103,79;-127,42;4;1;3;0;|;-98,75;-126,87;8;0;8;0;|;-97,05;-126,69;11;0;11;0;|;-99,04;-126,75;10;1;9;0;|;-87,03;-126,07;154;17;137;0;|
mar. mar. 3 2020;-83,22;-126,59;10;1;9;0;|;-89,34;-125,92;18;4;14;0;|;-94,24;-127,29;12;1;11;0;|;-95,27;-127,44;9;1;8;0;|;-106,16;-127,12;8;0;8;0;|;-102,02;-127,03;8;0;8;0;|;-100,26;-127,03;12;0;11;1;|;-101,33;-127,14;11;1;10;0;|;-83,96;-126,87;11;1;10;0;|;-96,36;-127,48;10;2;8;0;|;-91,33;-127,56;12;0;12;0;|;-102,71;-126,44;12;0;12;0;|;-92,97;-126,76;12;2;10;0;|;-100,98;-126,85;4;0;4;0;|;-91,59;-126,28;6;1;5;0;|;-107,22;-127,47;5;0;5;0;|;-103,84;-128,33;3;0;3;0;|;-105,44;-129,08;5;1;4;0;|;-99,6;-115,98;16;2;14;0;|;-98,11;-115,67;18;0;18;0;|;-96,62;-113,79;42;10;32;0;|;-99,62;-116,22;24;5;19;0;|;-94,39;-128,21;10;1;9;0;|;-105,63;-128,05;10;1;9;0;|;-83,22;-125,27;288;34;253;1;|
mié. mar. 4 2020;-103,39;-128,08;14;2;12;0;|;-85,86;-127,81;9;1;8;0;|;-99,29;-128,85;12;1;11;0;|;-100,53;-128,74;11;1;10;0;|;-110,56;-128,81;12;1;11;0;|;-83,32;-128,42;12;3;9;0;|;-99,26;-128,49;3;0;3;0;|;-97,88;-127,92;15;1;14;0;|;-102,34;-127,93;12;1;11;0;|;-105,67;-120,78;27;2;25;0;|;-104,69;-121,74;36;2;34;0;|;-102,58;-121,04;24;3;21;0;|;-103,16;-131,02;13;0;13;0;|;-102,1;-129,91;18;3;15;0;|;-108,66;-130,97;3;1;2;0;|;-113,29;-128,74;1;0;1;0;|;-;-;0;0;0;0;|;-113,29;-128,74;1;0;1;0;|;-;-;0;0;0;0;|;-104,08;-130,63;3;0;3;0;|;-109,86;-131,09;3;0;3;0;|;-100,68;-131,08;4;0;4;0;|;-94,38;-130,19;15;0;15;0;|;-102,1;-131,21;17;1;16;0;|;-83,32;-128,28;265;23;242;0;|
jue. mar. 5 2020;-95,06;-130,8;9;2;7;0;|;-95,1;-130;8;0;8;0;|;-108,54;-130,29;14;0;14;0;|;-105,7;-130,25;7;0;7;0;|;-96,06;-128,68;11;2;9;0;|;-73,73;-128,25;10;1;7;2;|;-107,07;-130,06;7;0;7;0;|;-101,71;-129,7;8;0;8;0;|;-110,15;-130;5;1;4;0;|;-103,18;-129,88;10;0;10;0;|;-89,22;-129,58;9;1;8;0;|;-91,84;-121,55;3;1;2;0;|;-;-;0;0;0;0;|;-85,42;-121,55;8;2;6;0;|;-88,84;-129,16;4;1;3;0;|;-103,85;-129,16;3;0;3;0;|;-100,01;-129,64;2;1;1;0;|;-;-;0;0;0;0;|;-100,01;-118,89;37;8;29;0;|;-106,86;-123,72;27;1;26;0;|;-104;-129,25;7;0;7;0;|;-103,97;-126,03;12;1;11;0;|;-102,69;-128,26;9;0;9;0;|;-92,78;-127,66;12;1;10;1;|;-73,73;-127,84;222;23;196;3;|
vie. mar. 6 2020;-92,78;-127,15;13;0;13;0;|;-90,91;-127,77;9;1;8;0;|;-100,47;-128,9;11;0;11;0;|;-108,37;-129,1;2;0;2;0;|;-89,72;-127,25;12;3;9;0;|;-103,86;-129,06;6;0;6;0;|;-85,9;-128,32;6;2;4;0;|;-87,3;-128,32;15;0;14;1;|;-102,91;-128,65;6;1;5;0;|;-108,21;-128,41;7;0;7;0;|;-98,54;-129,13;8;0;8;0;|;-93,64;-129,21;8;3;5;0;|;-103,52;-130,07;2;0;2;0;|;-95,39;-128,82;5;2;3;0;|;-111,33;-129,3;1;0;1;0;|;-106,44;-129,61;1;0;1;0;|;-;-;0;0;0;0;|;-103,13;-129,15;4;0;4;0;|;-110,59;-129,21;3;0;3;0;|;-107,96;-129,4;3;0;3;0;|;-101,31;-129,29;4;0;4;0;|;-86,9;-127,22;4;1;3;0;|;-90,41;-128,38;9;1;8;0;|;-103,07;-128,58;5;0;5;0;|;-85,9;-128,71;144;14;129;1;|
sáb. mar. 7 2020;-106,46;-128,92;9;0;9;0;|;-87,04;-128,77;6;1;5;0;|;-106,16;-128,98;5;1;4;0;|;-106,06;-129,48;6;0;6;0;|;-110,76;-129,38;4;0;4;0;|;-110,81;-129,28;4;0;4;0;|;-101,17;-129,03;5;0;5;0;|;-106,19;-128,86;11;0;11;0;|;-92,2;-127,41;16;2;13;1;|;-108,01;-129,55;5;0;5;0;|;-101,52;-129,24;8;1;7;0;|;-101,52;-129,24;10;1;9;0;|;-93;-130,34;5;1;4;0;|;-95,73;-130,56;7;1;6;0;|;-114,09;-132,05;1;0;1;0;|;-102,85;-131,75;10;1;8;1;|;-106,25;-131,93;5;0;5;0;|;-111,52;-132;2;0;2;0;|;-97,31;-130,75;1;1;0;0;|;-105,39;-131,4;5;0;5;0;|;-106,47;-131,65;6;0;6;0;|;-109,13;-130,75;8;0;8;0;|;-100,61;-129,49;5;1;4;0;|;-96,69;-129,58;6;0;6;0;|;-87,04;-130,02;150;11;137;2;|
dom. mar. 8 2020;-102,99;-129,46;7;0;7;0;|;-99,67;-129,63;10;0;10;0;|;-99,11;-129,59;8;1;7;0;|;-111,58;-129,08;6;0;6;0;|;-104,06;-129,19;6;1;5;0;|;-99,62;-128,98;3;1;2;0;|;-110,44;-128,7;3;0;3;0;|;-99,28;-128,73;8;0;8;0;|;-104,97;-128,44;6;0;6;0;|;-106,72;-128,57;7;0;7;0;|;-97,33;-129,4;26;1;25;0;|;-98,21;-131,26;15;1;14;0;|;-100,42;-131,65;8;0;8;0;|;-109,15;-131,09;5;0;5;0;|;-102,69;-131,03;3;0;3;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-88,8;-129;2;1;1;0;|;-110,1;-130,85;4;0;4;0;|;-110,99;-131,31;2;0;2;0;|;-97,26;-130,3;3;0;3;0;|;-111,44;-130,63;2;0;2;0;|;-111,36;-130,37;3;0;3;0;|;-100,54;-129,51;11;0;11;0;|;-88,8;-129,85;148;6;142;0;|
lun. mar. 9 2020;-102,92;-128,95;9;1;8;0;|;-102,28;-129,12;11;0;11;0;|;-102,39;-129,58;13;2;10;1;|;-96,42;-129,39;11;0;11;0;|;-100,82;-129,32;7;2;5;0;|;-87,71;-127,78;10;4;5;1;|;-103,38;-128,68;9;4;5;0;|;-94,44;-129;9;1;8;0;|;-102,05;-129,02;5;0;5;0;|;-87,01;-126,88;8;0;8;0;|;-102,16;-129,75;11;2;9;0;|;-94,2;-131,01;15;4;11;0;|;-91,91;-130,97;7;3;3;1;|;-106,28;-131,11;10;0;10;0;|;-105,72;-131,18;3;1;2;0;|;-115,36;-131,92;3;0;3;0;|;-103,91;-131,53;4;2;2;0;|;-103,91;-131,99;1;0;1;0;|;-102,69;-131,13;3;0;3;0;|;-111,25;-130,8;1;0;1;0;|;-108,77;-130,96;2;0;2;0;|;-93,52;-130,25;5;1;4;0;|;-94,78;-129,97;7;0;7;0;|;-107,01;-130,2;8;0;8;0;|;-87,01;-130,02;172;27;142;3;|
mar. mar. 10 2020;-105,69;-129,76;5;0;5;0;|;-91,54;-128,56;8;1;7;0;|;-88,71;-126,93;9;2;7;0;|;-88,73;-129,5;11;1;10;0;|;-93,8;-129,77;5;1;4;0;|;-94,28;-129,59;7;0;7;0;|;-94,28;-129,06;5;1;4;0;|;-99,66;-128,25;7;0;7;0;|;-95,67;-129,65;9;1;8;0;|;-102,89;-129,64;14;0;14;0;|;-105,45;-131,91;12;0;12;0;|;-99,79;-130,97;14;1;13;0;|;-99,79;-130,97;9;0;9;0;|;-108,19;-130,47;5;0;5;0;|;-111,64;-130,5;7;0;7;0;|;-112,46;-131,5;3;0;3;0;|;-108,16;-131,66;3;1;2;0;|;-102,13;-131,95;5;0;5;0;|;-107,94;-130,93;3;0;3;0;|;-106,09;-130,85;2;1;1;0;|;-99,08;-130,46;5;0;5;0;|;-108,31;-130,5;6;0;6;0;|;-98,31;-129,91;8;1;7;0;|;-98,31;-129,91;7;1;6;0;|;-88,71;-130,13;169;12;157;0;|
mié. mar. 11 2020;-102,8;-130,62;17;1;15;1;|;-93,77;-131,67;7;0;7;0;|;-103,98;-131,47;12;1;11;0;|;-102,28;-131,9;5;0;5;0;|;-106,57;-131,16;12;0;12;0;|;-97,32;-131,09;8;0;8;0;|;-96,93;-130,4;14;1;13;0;|;-97,52;-130,37;6;1;5;0;|;-103,63;-131,16;10;0;10;0;|;-100,5;-131,2;14;2;12;0;|;-96,22;-130,93;15;1;14;0;|;-100,84;-129,75;11;2;9;0;|;-102,25;-129,72;6;1;5;0;|;-110,11;-130,8;4;0;4;0;|;-115,25;-132,49;1;0;1;0;|;-106,83;-130,76;3;0;3;0;|;-;-;0;0;0;0;|;-107,17;-131,96;1;0;1;0;|;-116,72;-131,89;1;0;1;0;|;-104,82;-130,77;4;0;4;0;|;-103,92;-131,23;5;0;5;0;|;-106,97;-129,96;5;0;5;0;|;-95,06;-130,21;10;1;9;0;|;-107,86;-129,97;10;0;10;0;|;-93,77;-130,93;181;11;169;1;|
jue. mar. 12 2020;-100,25;-131,58;11;1;10;0;|;-89,52;-131,69;10;0;10;0;|;-103,79;-131,36;9;1;8;0;|;-92,83;-131,55;9;0;9;0;|;-104,78;-131,56;8;1;7;0;|;-102,73;-131,87;14;1;13;0;|;-100,41;-131,49;11;0;11;0;|;-88,38;-130,4;16;1;15;0;|;-98,97;-131,34;11;0;11;0;|;-102,75;-130,92;10;0;10;0;|;-90,63;-128,7;9;1;8;0;|;-106,66;-130,32;15;1;14;0;|;-84,48;-129,3;11;2;9;0;|;-111,4;-130,97;4;1;3;0;|;-96,41;-130,68;5;1;4;0;|;-106,3;-130,61;2;0;2;0;|;-99,28;-131;2;0;2;0;|;-99,28;-130,98;2;0;2;0;|;-;-;0;0;0;0;|;-109,45;-130,31;2;1;1;0;|;-106,69;-130,12;3;0;3;0;|;-100,63;-129,58;7;0;7;0;|;-103;-129,75;4;0;4;0;|;-103,56;-129,15;5;2;3;0;|;-84,48;-130,66;180;14;166;0;|
vie. mar. 13 2020;-109,04;-129,29;6;2;4;0;|;-91,63;-129,66;9;2;7;0;|;-88,5;-130,35;12;0;12;0;|;-102,78;-131,66;8;0;8;0;|;-107,55;-131,94;9;1;8;0;|;-114,6;-131,96;4;0;4;0;|;-105,14;-131,31;9;2;7;0;|;-92,77;-131,53;12;2;10;0;|;-108,8;-131,81;9;1;8;0;|;-102,75;-131,72;11;2;9;0;|;-100,4;-130,58;14;2;12;0;|;-99,35;-130,87;13;3;10;0;|;-96,2;-130,78;9;2;7;0;|;-105,14;-131,3;6;0;6;0;|;-110,94;-131,9;7;0;7;0;|;-106,37;-131,08;3;0;3;0;|;-;-;0;0;0;0;|;-115,39;-131,36;2;0;2;0;|;-107,22;-131,23;1;1;0;0;|;-108,73;-131,1;2;0;2;0;|;-99,09;-130,57;7;1;6;0;|;-115,73;-130,82;1;0;1;0;|;-102,63;-130,49;6;1;5;0;|;-91,68;-130,26;8;1;7;0;|;-88,5;-131,02;168;23;145;0;|
sáb. mar. 14 2020;-97,12;-130,32;14;2;12;0;|;-108,24;-131,85;11;1;10;0;|;-98,97;-131,91;13;1;12;0;|;-113,28;-132,24;7;0;7;0;|;-90,11;-131,71;12;1;11;0;|;-99,63;-131,48;9;1;8;0;|;-106,8;-131,18;6;0;6;0;|;-95,97;-130,88;11;1;10;0;|;-107,05;-131,63;10;0;10;0;|;-97,62;-131,64;13;3;10;0;|;-103,08;-131,18;14;1;13;0;|;-103,09;-130,44;12;0;12;0;|;-103,62;-130,6;7;1;6;0;|;-110,81;-131,14;4;0;4;0;|;-114;-130,73;3;0;3;0;|;-110,66;-130,69;2;0;2;0;|;-112,47;-130,95;1;0;1;0;|;-111,43;-131,4;1;0;1;0;|;-101,67;-129,5;3;1;2;0;|;-100,11;-131,3;3;0;3;0;|;-107,54;-130,6;4;0;4;0;|;-112,32;-129,98;3;0;3;0;|;-102,08;-129,97;12;1;11;0;|;-101,17;-130,15;10;0;10;0;|;-90,11;-130,98;185;14;171;0;|
dom. mar. 15 2020;-105,74;-131,52;8;0;8;0;|;-102,8;-130,97;13;0;13;0;|;-100,01;-131,95;6;0;6;0;|;-99,59;-130,57;13;3;10;0;|;-101,02;-131,56;9;0;9;0;|;-96,12;-131,35;7;0;7;0;|;-106,58;-131,73;13;0;13;0;|;-90,11;-130,63;9;4;5;0;|;-104,37;-131,22;18;1;17;0;|;-91,82;-130,67;14;2;12;0;|;-99,37;-131,94;12;1;11;0;|;-101,27;-130,11;33;11;21;1;|;-102,56;-130,91;12;1;11;0;|;-109,34;-131,13;6;0;6;0;|;-104,88;-129,97;6;2;4;0;|;-110,37;-131,5;4;0;4;0;|;-109,42;-131,37;4;0;4;0;|;-110,27;-130,47;3;1;2;0;|;-105,68;-125,51;8;0;8;0;|;-110,46;-126,82;1;0;1;0;|;-96,21;-125,66;1;0;1;0;|;-96,2;-125,66;5;0;5;0;|;-89,65;-123,52;11;1;10;0;|;-101,09;-124,54;6;0;6;0;|;-89,65;-129,64;222;27;194;1;|
lun. mar. 16 2020;-101,2;-124,45;7;1;6;0;|;-96,5;-124,53;4;0;4;0;|;-96,5;-124,18;3;0;3;0;|;-103,83;-123,45;2;0;2;0;|;-104,43;-123,5;4;0;4;0;|;-96,34;-122,42;6;1;4;1;|;-;-;0;0;0;0;|;-96,34;-122,81;11;2;9;0;|;-82,59;-125,09;14;1;12;1;|;-94,58;-127,1;20;2;18;0;|;-88,97;-126,15;16;2;13;1;|;-91,08;-127,71;17;1;16;0;|;-107,42;-127,97;13;0;13;0;|;-104,35;-129,05;8;0;8;0;|;-106,58;-128,19;2;0;2;0;|;-112,15;-129,07;3;0;3;0;|;-105,7;-129,01;2;0;2;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-101,33;-120,87;2;1;1;0;|;-;-;0;0;0;0;|;-101,33;-120,87;4;0;4;0;|;-82,59;-125,36;138;11;124;3;|
mar. mar. 17 2020;-104,22;-121,41;3;0;3;0;|;-95,15;-121,32;8;4;4;0;|;-102,92;-122,12;5;0;5;0;|;-94,33;-123,17;8;1;7;0;|;-103,61;-124,46;3;0;3;0;|;-102,22;-124,87;8;0;8;0;|;-76,44;-123,02;5;0;5;0;|;-90,32;-121,84;14;6;8;0;|;-98,85;-122,59;4;1;3;0;|;-94,73;-120,44;4;1;2;1;|;-85,65;-120,58;6;1;5;0;|;-83,23;-122,1;6;1;5;0;|;-98,32;-122,93;15;1;14;0;|;-97,22;-128,09;8;3;5;0;|;-103,63;-128,47;9;1;8;0;|;-99,33;-129,09;5;0;5;0;|;-111,17;-129,41;13;7;5;1;|;-;-;0;0;0;0;|;-98,28;-126,73;9;1;8;0;|;-104,31;-126,39;4;0;4;0;|;-108,27;-124,99;2;0;2;0;|;-104,63;-124,6;6;0;6;0;|;-108,48;-123,94;1;0;1;0;|;-100,39;-125,29;6;0;6;0;|;-76,44;-124,25;152;28;122;2;|
mié. mar. 18 2020;-99,46;-126,5;14;0;14;0;|;-89,16;-126,04;14;1;13;0;|;-95,7;-128,86;15;0;15;0;|;-93,85;-128,92;13;0;13;0;|;-93,67;-128,63;15;2;13;0;|;-105,96;-128,6;13;2;11;0;|;-99,57;-128,6;14;1;13;0;|;-101,48;-127,48;13;0;13;0;|;-98,41;-125,54;19;0;19;0;|;-94,17;-125,91;11;0;11;0;|;-100,55;-126,79;11;0;11;0;|;-91,85;-130,06;23;3;20;0;|;-86,5;-131,03;12;3;9;0;|;-97,83;-126,36;6;1;5;0;|;-97,83;-126,36;4;1;3;0;|;-105,69;-130,92;6;0;6;0;|;-106,33;-130,57;3;0;3;0;|;-92,28;-128,82;3;0;3;0;|;-101,58;-123,9;110;72;38;0;|;-111;-127,36;2;0;2;0;|;-99,94;-129,43;5;0;5;0;|;-101,66;-129,5;6;0;6;0;|;-89,73;-128,62;6;2;4;0;|;-107,59;-128,66;10;0;10;0;|;-86,5;-128,06;348;88;260;0;|
jue. mar. 19 2020;-105,51;-128,54;9;0;9;0;|;-96,85;-128,33;16;2;13;1;|;-105,42;-130,08;18;2;16;0;|;-92,72;-130,08;15;0;15;0;|;-104,04;-129,89;14;1;13;0;|;-98,11;-129,31;7;0;7;0;|;-105,84;-129,12;15;0;15;0;|;-103,28;-128,63;13;0;13;0;|;-93,51;-128,46;13;2;11;0;|;-96,54;-127,22;18;1;16;1;|;-93,82;-127,82;23;0;23;0;|;-93,42;-128,29;16;1;15;0;|;-101,12;-130,42;29;2;27;0;|;-98,43;-129,4;14;1;13;0;|;-91,04;-130,19;6;1;5;0;|;-91,76;-130,01;8;1;7;0;|;-110,03;-130,79;2;0;2;0;|;-108,79;-130,09;2;0;2;0;|;-103,84;-129,28;3;0;3;0;|;-111,08;-129,55;5;0;4;1;|;-111,17;-130,06;3;0;3;0;|;-98,02;-129,53;4;0;4;0;|;-98,64;-129,14;7;0;7;0;|;-101,87;-129,65;8;0;8;0;|;-91,04;-129,33;268;14;251;3;|
vie. mar. 20 2020;-101,89;-129,53;15;0;15;0;|;-96,32;-130,51;11;2;9;0;|;-97,91;-130,3;15;3;11;1;|;-100,56;-129,66;12;1;11;0;|;-103,29;-129,78;10;1;9;0;|;-106,54;-130,65;2;0;2;0;|;-105,85;-129,68;8;2;6;0;|;-100,44;-129,5;14;2;12;0;|;-108,74;-129,5;6;0;6;0;|;-104,15;-130,21;8;1;7;0;|;-102,83;-130,48;10;1;9;0;|;-108,35;-130,79;12;0;12;0;|;-94,11;-130,41;13;1;12;0;|;-104,17;-130,46;10;0;10;0;|;-110,25;-131,33;7;0;7;0;|;-102,83;-131,15;1;1;0;0;|;-100,68;-131,15;2;0;2;0;|;-114,45;-131,33;4;0;4;0;|;-100,28;-128,63;7;4;3;0;|;-99,78;-129,38;2;1;1;0;|;-101,16;-129,95;3;0;3;0;|;-106,88;-129,94;6;1;5;0;|;-108,95;-129,73;7;0;7;0;|;-101,88;-129,37;15;1;14;0;|;-94,11;-130,14;200;22;177;1;|
sáb. mar. 21 2020;-101,22;-128,39;10;0;10;0;|;-102,04;-128,76;9;2;7;0;|;-105,59;-129,28;5;0;5;0;|;-89,21;-127,37;3;1;2;0;|;-102,73;-129,11;4;0;4;0;|;-90,88;-125,55;3;2;1;0;|;-110,78;-128,9;3;0;3;0;|;-95,27;-128,9;15;0;15;0;|;-92,77;-128,89;18;0;18;0;|;-91,55;-121,73;7;2;5;0;|;-92,13;-121,36;6;2;4;0;|;-101,18;-122,5;3;0;3;0;|;-96,06;-121,05;4;0;4;0;|;-103,13;-121,3;2;0;2;0;|;-104,82;-122,26;1;0;1;0;|;-;-;0;0;0;0;|;-99,35;-123,12;1;0;1;0;|;-;-;0;0;0;0;|;-86,68;-121,88;4;1;3;0;|;-102,39;-123,5;2;0;2;0;|;-101,76;-123,96;3;1;2;0;|;-102,88;-124,74;7;0;6;1;|;-102,63;-125,43;4;0;4;0;|;-94,6;-125,44;14;1;13;0;|;-86,68;-125,16;128;12;115;1;|
dom. mar. 22 2020;-91,05;-125,05;11;1;10;0;|;-91,05;-125,05;11;0;11;0;|;-97,92;-126,69;12;2;10;0;|;-104,05;-126,86;7;0;7;0;|;-108,01;-127,03;12;0;12;0;|;-72,62;-125,22;8;2;6;0;|;-72,62;-125,22;6;0;6;0;|;-97,61;-127,53;11;0;11;0;|;-88,52;-127,46;24;2;22;0;|;-92,19;-127,68;18;2;16;0;|;-90,42;-127,45;13;2;11;0;|;-89,99;-125,12;63;30;33;0;|;-89,99;-129,28;10;0;10;0;|;-98,94;-129,59;4;1;3;0;|;-102,95;-128,51;8;1;7;0;|;-109,25;-129,5;3;1;2;0;|;-106,36;-129,43;4;0;4;0;|;-104,12;-129,4;4;0;4;0;|;-106,24;-123,82;2;0;2;0;|;-108,08;-123,31;2;0;2;0;|;-92,88;-123,03;3;1;2;0;|;-102,57;-122,61;3;0;3;0;|;-91,41;-121,96;6;1;5;0;|;-102,33;-121,96;2;0;2;0;|;-72,62;-126,2;247;46;201;0;|
lun. mar. 23 2020;-95,64;-121,86;5;0;5;0;|;-99,8;-124,04;4;0;4;0;|;-97,65;-123,36;11;1;10;0;|;-106,27;-122,83;3;0;3;0;|;-96,97;-123,53;6;0;6;0;|;-103,67;-124,1;3;0;3;0;|;-97,19;-125,06;9;1;8;0;|;-88,2;-122,92;6;1;5;0;|;-84,67;-120,51;7;1;5;1;|;-91,8;-121,9;5;1;4;0;|;-92,42;-122,42;6;0;6;0;|;-100,92;-121,82;5;0;5;0;|;-102,38;-122,35;7;0;7;0;|;-96,59;-123,71;3;1;2;0;|;-108,94;-124,15;1;0;1;0;|;-108,02;-123,52;4;0;4;0;|;-;-;0;0;0;0;|;-105,79;-124,08;2;0;2;0;|;-86,06;-124,28;2;1;1;0;|;-110,1;-127,41;1;0;1;0;|;-110,1;-127,41;1;0;1;0;|;-95,48;-117,31;19;1;18;0;|;-93,94;-121,8;16;1;15;0;|;-101,79;-127,43;11;0;11;0;|;-84,67;-123,38;137;9;127;1;|
